name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,phone,industry,companySize,headquarters,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,error,isClaimable
Elephants Tech,https://media.licdn.com/dms/image/C560BAQF50D339cLfzA/company-logo_200_200/0/1581295877919?e=1691625600&v=beta&t=i8cw5o5t1YJs5ZnEwhu_-R2W2kFr77FoUyGcSlxB3C8,https://media.licdn.com/dms/image/C511BAQEVsMx2FS40Rw/company-background_10000/0/1577879715813?e=1683907200&v=beta&t=fQTi_CbZPUeMBC-CERYrHBEJ3Pnhcgnpk6ZONDxe-_w,"We’re Elephants.
We digitize services.
We optimize operations.
We modernize businesses.
We turn ideas into customized solutions.
To sum up, we’re Elephants, and we got the tech it ",We go beyond code.,272,http://www.elephants.tech,elephants.tech,Dokki,"6 Tahrir St., 1604, Dokki, Giza 12611, EG",0020102669334,IT Services and IT Consulting,11-50 employees,"Dokki, Giza",,"Software Development, Digital Transformation, Consumer Journey Digitization, UI & UX Design, Scrum, Agile, Mobile App Development, Web App Development, and Product Analytics and Optimization",13224787,13224787,https://www.linkedin.com/sales/company/13224787/,5,Elephants Tech,https://www.linkedin.com/company/13224787/,2023-05-05T15:41:03.525Z,https://www.linkedin.com/company/elephantstech/,,
The German University in Cairo,https://media.licdn.com/dms/image/C4D0BAQEPcpt4gRL1hA/company-logo_200_200/0/1519856892421?e=1691625600&v=beta&t=ul5YV2msli74e1H2KE5qcov_9TM_FSR_tuzxlRUZZ34,https://media.licdn.com/dms/image/C4D1BAQFjEo6a6yxj7g/company-background_10000/0/1597579239421?e=1683907200&v=beta&t=BfVkKtAU1GSMEkB878EbaTnFFZzs2tAsYG5F9lkZu0s,"The German University in Cairo, GUC, is an Egyptian Private University founded by the presidential decree 27/2002, according to the law number 101/1992 and its executive regulations number 355/1996. GUC is established in cooperation with the State Universities of Ulm and Stuttgart, under the patronage of the Egyptian Ministry of Higher Education , the Ministry of Science, Research and Arts, State of Baden-Wuerttemberg, Germany, and supported by the German Academic Exchange Service (DAAD), the German Embassy in Cairo, the Arab/German Chamber of Industry and Commerce (AHK) and the Federal Ministry of Education and Research, Germany.",,83649,http://www.guc.edu.eg/,guc.edu.eg,Cairo,"Main Entrance El Tagamoa El Khames Hotline, Cairo,  16482, EG",20227589990-8,Higher Education,"1,001-5,000 employees",,2003,"University, College, and Education",34787,34787,https://www.linkedin.com/sales/company/34787/,2128,The German University in Cairo,https://www.linkedin.com/company/34787/,2023-05-05T15:41:11.407Z,https://www.linkedin.com/school/german-university-in-cairo/,,
Amanleek,https://media.licdn.com/dms/image/C4D0BAQHFNncD8WbG9Q/company-logo_200_200/0/1629393900700?e=1691625600&v=beta&t=MENsYR2_1-s0OEJmky-5w1ClDiO_OSB0P-_afeioZpY,https://media.licdn.com/dms/image/C4D1BAQERgJ-BjmsrvQ/company-background_10000/0/1629394719073?e=1683907200&v=beta&t=ZKiYolX1tU8Psg1B3S7hGlExGRKgH4korzKz7DPrn64,"Amanleek, aims to simplify insurance services and make it more accessible for a wider base of individual and business customers through leveraging transparency, trust and innovation to deliver an enhanced experience for all parties involved and meet the evolving needs of the insurance market through tech based solutions.",Insurance made simple ,3837,http://www.amanleek.com,amanleek.com,Cairo,"Cairo, Cairo  EG",,Insurance,11-50 employees,"Cairo, Cairo",2019,Insurance Technology,19221001,19221001,https://www.linkedin.com/sales/company/19221001/,35,Amanleek,https://www.linkedin.com/company/19221001/,2023-05-05T15:41:20.214Z,https://www.linkedin.com/company/amanleek/,,
Brimore,https://media.licdn.com/dms/image/C4D0BAQHW4FXlbuGKAA/company-logo_200_200/0/1661221900548?e=1691625600&v=beta&t=WypQ__nTtJLUtDG0VZ3ZUC4rA7K76MosR9v1Mj9PahI,https://media.licdn.com/dms/image/C4E1BAQEhaIsD2t2zZQ/company-background_10000/0/1638368803679?e=1683907200&v=beta&t=evsRfw0ZoKnzktToj7AUbXUt1JVfogoAbskYHdlLprM,"Brimore is a social commerce platform, that enables the local manufacturers to overcome the Go-to-Market challenges and grow on a national scale through a powerful commercial arm of ’Individuals’. This network sells and recommends the products in their surrounding circles either to other individuals or to their small trade shops in their streets via all possible channels (OmniChannel)",Consumer Goods'​ Market Gate,19820,http://www.brimore.com,brimore.com,Maadi El Sarayat El Sharkia,"208 Degla Square, Maadi El Sarayat El Sharkia, Cairo  EG | 5 Othman towers, Maadi Cornish, Maadi, Cairo 21523, EG | Street no. 208 from Degla Square, Cairo, Maadi  EG",,Internet Marketplace Platforms,201-500 employees,"Maadi El Sarayat El Sharkia, Cairo",2017,"Distribution, Go-to-Market, Supply Chain, Sales, and Women Empowerement",17971360,17971360,https://www.linkedin.com/sales/company/17971360/,136,Brimore,https://www.linkedin.com/company/17971360/,2023-05-05T15:41:28.074Z,https://www.linkedin.com/company/brimore/,,
AKWAD,https://media.licdn.com/dms/image/C4D0BAQH7ciqftYAg2A/company-logo_200_200/0/1655713476550?e=1691625600&v=beta&t=eavsNmwP_lOH-oVpKytKcLWj6V30i_5Px80ArfZqyM0,https://media.licdn.com/dms/image/D4D1BAQGvlpJGX7MUiA/company-background_10000/0/1655713519231?e=1683907200&v=beta&t=oOZF9uf_BYrNPyKZM1fz0ksonWEjpez3L5jYIIKFUEU,"AKWAD is a software house based in Cairo, Egypt, Offering fully fledged services for software development and engineering empowering services. Recognized both on national and international markets, We help small-mid companies overcome complex business and operation challenges to improve their business functions and grow their revenue by being their software technical partners.",AKWAD is a software house Offers fully fledged services for software development and engineering empowering services. ,1275,https://akwadtech.com,https://akwadtech.com,Nasr City,"Wahran St., from El-Tayaran St., 4, Nasr City, Cairo 11759, EG",,IT Services and IT Consulting,11-50 employees,"Nasr City, Cairo",2018,"eCommerce, Mobile Applications, WordPress, Software Consultancy, Operations Management Software, Web Design, Web Development, Web Applications, User Interface, User Experience, UX/UI, Backend Development, Frontend Development, Mobile Development, Shopify, DevOps, Android Apps, and iOS Apps",18824001,18824001,https://www.linkedin.com/sales/company/18824001/,11,AKWAD,https://www.linkedin.com/company/18824001/,2023-05-05T15:41:37.563Z,https://www.linkedin.com/company/akwadtech/,,
IMT School,https://media.licdn.com/dms/image/C4D0BAQHPrNHwgWBhcA/company-logo_200_200/0/1676119764430?e=1691625600&v=beta&t=NSJT5F4ciwXpDuezsrDsmP3kWHcCAJwn8rCaugmzMl0,https://media.licdn.com/dms/image/D4D1BAQGyEMmn1F4-_g/company-background_10000/0/1676149267107?e=1683907200&v=beta&t=HHT8E2XOKfMWMXuhvtzxQ1gou0busbqmGjlX3uK2T9o,IMT Company (I Make Technology) is an Egyptian company that started in 2015 by Embedded Systems Engineers based in Egypt and Germany. We are specialized in all aspects related to Embedded Systems.,IMT is an Egyptian company started in 2015 based in Egypt and Germany. Specialized in all aspects related to the field.,3485,http://www.imtschool.com,imtschool.com,Ad-Duqqi,"6 Hussein Wasef Street, 3, Ad-Duqqi, Al Jizah 12311, EG",01019986337,IT Services and IT Consulting,51-200 employees,"Ad-Duqqi, Al Jizah",2015,,77081443,77081443,https://www.linkedin.com/sales/company/77081443/,93,IMT School,https://www.linkedin.com/company/77081443/,2023-05-05T15:41:45.023Z,https://www.linkedin.com/company/imtschool/,,
Private Identity,https://media.licdn.com/dms/image/C4E0BAQGAohyaTUIRKg/company-logo_200_200/0/1571790773935?e=1691625600&v=beta&t=6NAHUXJfLR9fDyIVVrjG-3D-Levs4RarVYMLeZJjofM,https://media.licdn.com/dms/image/C4D1BAQEBohy_bppVaw/company-background_10000/0/1605897250232?e=1683907200&v=beta&t=yqKkcB08D2beugRTxEKlY1m27jtQSrz7EKrMwBCKW_o,"Private Identity protects your personal information and identity, while still allowing for secure and reliable authentication and verification through Cryptonets with fully homomorphic encryption.","Convenient, accurate, fast & secure standards-based 1-way encrypted biometric identity solutions on any device/platform.",216,https://private.id,https://private.id,Potomac,"Potomac, MD 20854, US",,Software Development,2-10 employees,"Potomac, MD",2017,"Cybersecurity, Biometrics, Homomorphic Encryption, One-Way Homomorphic Encryption, Computer Vision, Encrypted Match, Encrypted Search, Artificial Intelligence, and Neural Networks",9309656,9309656,https://www.linkedin.com/sales/company/9309656/,8,Private Identity,https://www.linkedin.com/company/9309656/,2023-05-05T15:41:53.007Z,https://www.linkedin.com/company/privateidentity/,,
Intelligent Systems Lab,https://media.licdn.com/dms/image/C4E0BAQHO0XvVw6aF3Q/company-logo_200_200/0/1536773107227?e=1691625600&v=beta&t=Pt_OiTVnJUx6vN1OC-LNxon8hnorT5TQ4AW0xIzLr88,,"Intelligent Systems Lab (ISL) was founded in 2018 within the Department of Electronics and Communications Engineering at the Arab Academy for Science, Technology, and Maritime transport. We conduct research in intelligent and autonomous systems, image and video processing, computer vision, image synthesis, immersive technologies, signal analysis, and data sciences.
Since its establishment, ISL has 
•	Maintained a close connection with industrial partners through participating in R&D project collaborations. 
•	Offered internship/training opportunities for students and Deep Learning (DL) enthusiasts to work on state of the art research projects.  
•	Raised awareness, built capacities, and created networking channels for enthusiasts through talks, meetups, and courses. 

Lab Objectives
1.	Equipping students with the needed skills and experiences in Deep Learning (DL) through offering them research internships and specialized workshops.
2.	Contributing actively in order to advance world-class findings in DL research and its applications.
3.	Leading a research movement on intelligent systems from within the Arab world, which puts Egypt in the position of a hub for such research.
4.	Connecting graduate students, from several departments and colleges that share the interest in DL, to contribute towards projects that require multidisciplinary team backgrounds.
5.	Empowering students to participate in international data science and analytics competitions (e.g., Kaggle Competitions) that need powerful machines capable of handling Big Data.



",,262,,,Abu-Qir,"AAST, Abu-Qir, Alexandria P.O. Box 1029, EG",,Research,2-10 employees,"Abu-Qir, Alexandria",,,18804516,18804516,https://www.linkedin.com/sales/company/18804516/,2,Intelligent Systems Lab,https://www.linkedin.com/company/18804516/,2023-05-05T15:42:00.761Z,https://www.linkedin.com/company/intelligent-systems-lab/,,
INTEGRATEME Management Consulting,https://media.licdn.com/dms/image/C4E0BAQFpjAnOmjH3gg/company-logo_200_200/0/1519861038555?e=1691625600&v=beta&t=KcxRdV8sHjRbjkoIWH0TMW3sa6vyXtDwhUIb5puNyiE,https://media.licdn.com/dms/image/C561BAQGvd969hehwEQ/company-background_10000/0/1552834382111?e=1683907200&v=beta&t=dzmZ78jx8hy3DZBUhWjW8-3l09uiO4gVL_If-HHyOSo,"About Us!
INTEGRATEME is a Saudi management consultancy house. It helps business firms to grow and ensure sustainability by applying the best integrated business solutions. INTEGRATEME founders aim to be trusted partners and impress the international and local businesses in Saudi Arabia on keeping business growing ever-changing economic environment. Our consulting team is made up of expert individuals from diverse business and workforce backgrounds who are dedicated to making a difference for the better.

Our Vision
To be the most influential and highly trustworthy Saudi management consulting firm.

Our Mission
Revitalizing is essence, we believe that collaboration and professionalism are the core values of the relationship with our clients. We undertake systematic research projects and actions focused on delivering effective and practical integrated business solutions to help business firms implement profitable and unprecedented strategies. INTEGRATEME can make a difference.

Our objective
Sharing resources and experiences to reframe the future.

Practice Areas:
(A) Strategic Planning:
• Market Analysis.
• Strategic Direction.
• Strategy Formulation.
• Strategic Control.

(B) Business Management:
• New market entry assessment & strategy.
• Capacity Building.

(C) Strategic Marketing:
• Segmentation & Targeting.
• Business Concept Building.
• Marketing Plan & Strategy.
• Marketing Communication Plan & Strategy.
• Portfolio Analysis.
• Promotion Campaign.
• Product/Service Development.
• CSR Plan & Communication Strategy.

(D) Services & Relationship Marketing:
• Service Blueprint.
• Customer Journey Mapping.
• Servicescape (Service Environment).
• Service Script.
• Customer Service & Satisfaction Program.
• Service Deviance Management.
• Loyalty Program.
• Marketing Automation.

(E) IT Management:
• IT Strategy.
• IT Project Management.
• Digital Transformation.
• Electronic Commerce.  

INTEGRATEME Work Style:
(1) Assessment.
(2) Research & Strategy.
(3) Execution.",Makes a Difference ,140,http://www.integrateme.com.sa,integrateme.com.sa,Jeddah,"Al Rawdah, Hamad Al Jaser, Jeddah,  23435, SA",,Business Consulting and Services,11-50 employees,,2015,"Strategic Planning, Information Technology, and Marketing",17912035,17912035,https://www.linkedin.com/sales/company/17912035/,1,INTEGRATEME Management Consulting,https://www.linkedin.com/company/17912035/,2023-05-05T15:42:09.417Z,https://www.linkedin.com/company/integrateme/,,
Egyptian police forces,https://media.licdn.com/dms/image/C4E0BAQGrJO6Ut4HO8A/company-logo_200_200/0/1591652192321?e=1691625600&v=beta&t=PrVp5YmUMwHqdOXW1MeTnyQsGhFgaQEVy3BHQff62aw,https://media.licdn.com/dms/image/C4E1BAQFmcsc32jjrYw/company-background_10000/0/1591652954920?e=1683907200&v=beta&t=lApbETMHZidyC-9GYu6xx6G8oAEvuOwa3PkrA9eDN5k,"Networking and professional group for current and former members of the Egyptian Police forces in all departments. If your background does not include any description of the Egyptian Police experience/background, you will not be approved to join.",Professional group of current and former egyptian police officers in all departments.,397,,,Cairo,"., Cairo,   EG",,Security and Investigations,"10,001+ employees",,,,67286672,67286672,https://www.linkedin.com/sales/company/67286672/,53,Egyptian police forces,https://www.linkedin.com/company/67286672/,2023-05-05T15:42:17.259Z,https://www.linkedin.com/company/egyptian-police-forces/,,
